Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
RNAewa_LIGfilip-balloon_mol1316	mol1316	1	-37.261871	-37.763206	0.501336	1.799330
RNAewa_LIGfilip-balloon_mol1317	mol1317	0	-29.469154	-27.819916	-1.649239	9.914043
RNAewa_LIGfilip-balloon_mol1318	mol1318	0	-47.410492	-46.398098	-1.012394	13.274833
RNAewa_LIGfilip-balloon_mol1319	mol1319	0	-33.450314	-31.751051	-1.699262	7.662227
RNAewa_LIGfilip-balloon_mol1320	mol1320	0	-32.251144	-31.129463	-1.121681	7.814701
RNAewa_LIGfilip-balloon_mol1321	mol1321	0	-43.388039	-41.061699	-2.326340	8.351098
RNAewa_LIGfilip-balloon_mol1322	mol1322	0	-30.458767	-30.366720	-0.092047	4.423149
RNAewa_LIGfilip-balloon_mol1323	mol1323	0	-29.071348	-28.065275	-1.006074	5.894063
RNAewa_LIGfilip-balloon_mol1324	mol1324	0	-34.064899	-31.811632	-2.253267	8.068271
RNAewa_LIGfilip-balloon_mol1325	mol1325	0	-50.777355	-49.205772	-1.571584	7.715939
RNAewa_LIGfilip-balloon_mol1326	mol1326	0	-51.673817	-49.886925	-1.786891	8.241429
RNAewa_LIGfilip-balloon_mol1327	mol1327	0	-31.618004	-31.011044	-0.606960	3.118002
RNAewa_LIGfilip-balloon_mol1328	mol1328	0	-33.322857	-31.136732	-2.186125	8.773561
RNAewa_LIGfilip-balloon_mol1329	mol1329	0	-32.408558	-31.127411	-1.281149	8.900138
RNAewa_LIGfilip-balloon_mol1330	mol1330	0	-27.575491	-27.555904	-0.019587	2.485704
RNAewa_LIGfilip-balloon_mol1331	mol1331	0	-33.292812	-32.186234	-1.106578	9.962628
RNAewa_LIGfilip-balloon_mol1332	mol1332	0	-34.056286	-32.224606	-1.831681	7.599776
RNAewa_LIGfilip-balloon_mol1333	mol1333	0	-33.373821	-34.048176	0.674356	11.272061
RNAewa_LIGfilip-balloon_mol1334	mol1334	0	-27.313877	-25.868233	-1.445645	1.203615
RNAewa_LIGfilip-balloon_mol1335	mol1335	0	-43.982403	-42.268326	-1.714079	12.173836
RNAewa_LIGfilip-balloon_mol1336	mol1336	0	-29.045792	-26.914961	-2.130830	10.576815
RNAewa_LIGfilip-balloon_mol1337	mol1337	0	-33.727291	-33.506950	-0.220342	17.235909
RNAewa_LIGfilip-balloon_mol1338	mol1338	0	-35.127552	-34.760223	-0.367330	15.344790
RNAewa_LIGfilip-balloon_mol1339	mol1339	0	-33.791767	-33.406506	-0.385262	10.504427
RNAewa_LIGfilip-balloon_mol1340	mol1340	0	-30.683102	-28.184237	-2.498865	11.938498
RNAewa_LIGfilip-balloon_mol1341	mol1341	0	-46.866592	-43.703976	-3.162618	14.547265
RNAewa_LIGfilip-balloon_mol1342	mol1342	0	-44.572033	-44.132206	-0.439826	10.479051
RNAewa_LIGfilip-balloon_mol1343	mol1343	0	-26.887239	-27.250994	0.363754	7.165880
RNAewa_LIGfilip-balloon_mol1344	mol1344	0	-40.693733	-37.728470	-2.965264	11.483115
RNAewa_LIGfilip-balloon_mol1345	mol1345	0	-32.892937	-32.363060	-0.529878	10.374944
RNAewa_LIGfilip-balloon_mol1346	mol1346	0	-28.527946	-26.396999	-2.130947	5.131487
RNAewa_LIGfilip-balloon_mol1347	mol1347	0	-33.569809	-33.068638	-0.501172	1.500545
RNAewa_LIGfilip-balloon_mol1348	mol1348	0	-27.912754	-27.536572	-0.376182	8.476069
RNAewa_LIGfilip-balloon_mol1349	mol1349	0	-48.831245	-43.513424	-5.317821	13.926029
RNAewa_LIGfilip-balloon_mol1350	mol1350	0	-30.834940	-29.497980	-1.336959	2.919967
RNAewa_LIGfilip-balloon_mol1351	mol1351	0	-33.097980	-32.346359	-0.751623	1.296194
RNAewa_LIGfilip-balloon_mol1352	mol1352	0	-31.769247	-29.726078	-2.043169	5.457294
RNAewa_LIGfilip-balloon_mol1353	mol1353	0	-30.317146	-29.329054	-0.988092	1.030769
RNAewa_LIGfilip-balloon_mol1354	mol1354	0	-31.802746	-29.674173	-2.128572	23.454924
RNAewa_LIGfilip-balloon_mol1355	mol1355	0	-46.065929	-42.880524	-3.185407	14.439321
RNAewa_LIGfilip-balloon_mol1356	mol1356	0	-52.936577	-48.769989	-4.166589	9.175994
RNAewa_LIGfilip-balloon_mol1357	mol1357	0	-32.561676	-31.201265	-1.360411	5.747113
RNAewa_LIGfilip-balloon_mol1358	mol1358	0	-32.161243	-30.485283	-1.675960	9.447689
RNAewa_LIGfilip-balloon_mol1359	mol1359	0	-40.323147	-36.055649	-4.267497	11.692028
RNAewa_LIGfilip-balloon_mol1360	mol1360	0	-41.070309	-39.085571	-1.984736	9.596195
RNAewa_LIGfilip-balloon_mol1361	mol1361	0	-27.784088	-25.729923	-2.054166	10.152503
RNAewa_LIGfilip-balloon_mol1362	mol1362	0	-29.760826	-27.860277	-1.900550	4.476704
RNAewa_LIGfilip-balloon_mol1363	mol1363	0	-33.380795	-31.530609	-1.850186	6.848417
RNAewa_LIGfilip-balloon_mol1364	mol1364	0	-39.581085	-37.433033	-2.148051	9.941733
RNAewa_LIGfilip-balloon_mol1365	mol1365	0	-30.453768	-28.683842	-1.769926	3.009781
RNAewa_LIGfilip-balloon_mol1366	mol1366	0	-34.109070	-32.141056	-1.968012	1.910846
RNAewa_LIGfilip-balloon_mol1367	mol1367	0	-28.329132	-27.387615	-0.941516	15.717556
RNAewa_LIGfilip-balloon_mol1368	mol1368	0	-36.339767	-33.177944	-3.161824	5.240513
RNAewa_LIGfilip-balloon_mol1369	mol1369	0	-31.695578	-30.812269	-0.883309	1.288429
RNAewa_LIGfilip-balloon_mol1370	mol1370	0	-36.402695	-34.801331	-1.601365	15.142012
RNAewa_LIGfilip-balloon_mol1371	mol1371	0	-32.628983	-31.810919	-0.818064	3.849594
RNAewa_LIGfilip-balloon_mol1372	mol1372	0	-31.709772	-30.565054	-1.144717	10.367483
RNAewa_LIGfilip-balloon_mol1373	mol1373	0	-31.804726	-30.459137	-1.345590	4.450999
RNAewa_LIGfilip-balloon_mol1374	mol1374	0	-39.074707	-38.741451	-0.333255	23.303724
RNAewa_LIGfilip-balloon_mol1375	mol1375	0	-26.292946	-24.891500	-1.401446	7.170865
RNAewa_LIGfilip-balloon_mol1376	mol1376	0	-33.662197	-33.986549	0.324351	11.542779
RNAewa_LIGfilip-balloon_mol1377	mol1377	0	-41.238522	-42.851311	1.612790	16.364170
RNAewa_LIGfilip-balloon_mol1378	mol1378	0	-27.015800	-23.965759	-3.050040	3.253461
RNAewa_LIGfilip-balloon_mol1379	mol1379	0	-28.484905	-27.335863	-1.149042	2.743998
RNAewa_LIGfilip-balloon_mol1380	mol1380	0	-38.194405	-37.919010	-0.275394	2.911251
RNAewa_LIGfilip-balloon_mol1381	mol1381	0	-33.063808	-33.143848	0.080039	11.793844
RNAewa_LIGfilip-balloon_mol1382	mol1382	0	-25.038418	-22.561785	-2.476632	1.217963
RNAewa_LIGfilip-balloon_mol1383	mol1383	0	-32.473106	-30.514019	-1.959086	6.737193
RNAewa_LIGfilip-balloon_mol1384	mol1384	0	-40.257534	-36.754200	-3.503336	12.934000
RNAewa_LIGfilip-balloon_mol1385	mol1385	0	-32.032562	-31.722908	-0.309656	8.711161
RNAewa_LIGfilip-balloon_mol1386	mol1386	0	-26.057379	-25.596663	-0.460717	3.274303
RNAewa_LIGfilip-balloon_mol1387	mol1387	0	-32.616112	-30.592957	-2.023157	18.966843
RNAewa_LIGfilip-balloon_mol1388	mol1388	0	-28.306305	-27.244331	-1.061974	9.244352
RNAewa_LIGfilip-balloon_mol1389	mol1389	0	-35.353954	-32.312542	-3.041413	8.854842
RNAewa_LIGfilip-balloon_mol1390	mol1390	0	-35.437351	-32.379292	-3.058058	7.901053
RNAewa_LIGfilip-balloon_mol1391	mol1391	0	-41.528999	-41.743347	0.214349	13.747061
RNAewa_LIGfilip-balloon_mol1392	mol1392	0	-31.466803	-32.372673	0.905870	9.846625
RNAewa_LIGfilip-balloon_mol1393	mol1393	0	-24.678379	-24.013102	-0.665278	2.061829
RNAewa_LIGfilip-balloon_mol1394	mol1394	0	-33.526680	-32.206017	-1.320662	2.897531
RNAewa_LIGfilip-balloon_mol1395	mol1395	0	-27.293356	-25.792706	-1.500650	4.100872
RNAewa_LIGfilip-balloon_mol1396	mol1396	0	-49.680412	-45.461742	-4.218669	10.502635
RNAewa_LIGfilip-balloon_mol1397	mol1397	0	-35.353664	-32.936245	-2.417418	11.110729
RNAewa_LIGfilip-balloon_mol1398	mol1398	0	-33.628674	-32.460346	-1.168328	9.685463
RNAewa_LIGfilip-balloon_mol1399	mol1399	0	-42.286339	-39.790173	-2.496166	5.264417
RNAewa_LIGfilip-balloon_mol1400	mol1400	0	-27.854231	-27.250334	-0.603897	3.629586
RNAewa_LIGfilip-balloon_mol1401	mol1401	0	-35.894855	-35.523869	-0.370988	6.026939
RNAewa_LIGfilip-balloon_mol1402	mol1402	0	-32.308670	-31.497126	-0.811545	5.958859
RNAewa_LIGfilip-balloon_mol1403	mol1403	0	-33.668949	-32.089901	-1.579048	3.450212
RNAewa_LIGfilip-balloon_mol1404	mol1404	0	-32.193382	-31.848412	-0.344972	10.799563
RNAewa_LIGfilip-balloon_mol1405	mol1405	0	-28.764713	-26.838606	-1.926108	2.964326
RNAewa_LIGfilip-balloon_mol1406	mol1406	0	-32.852390	-31.860218	-0.992173	12.460086
RNAewa_LIGfilip-balloon_mol1407	mol1407	0	-49.785488	-47.653599	-2.131888	7.427755
RNAewa_LIGfilip-balloon_mol1408	mol1408	0	-34.439976	-32.485954	-1.954021	5.755013
RNAewa_LIGfilip-balloon_mol1409	mol1409	0	-52.339043	-48.418987	-3.920055	15.615248
RNAewa_LIGfilip-balloon_mol1410	mol1410	0	-28.284906	-26.131968	-2.152939	10.694080
RNAewa_LIGfilip-balloon_mol1411	mol1411	0	-49.757484	-46.719563	-3.037923	11.533457
RNAewa_LIGfilip-balloon_mol1412	mol1412	0	-29.594963	-28.842491	-0.752471	3.365766
RNAewa_LIGfilip-balloon_mol1413	mol1413	0	-34.487938	-33.040070	-1.447867	7.485979
RNAewa_LIGfilip-balloon_mol1414	mol1414	0	-27.523788	-28.067099	0.543311	7.633798
RNAewa_LIGfilip-balloon_mol1415	mol1415	0	-57.153908	-55.325371	-1.828537	23.660915
RNAewa_LIGfilip-balloon_mol1416	mol1416	0	-30.384373	-27.909420	-2.474953	1.457930
RNAewa_LIGfilip-balloon_mol1417	mol1417	0	-53.877136	-50.130505	-3.746630	8.698743
RNAewa_LIGfilip-balloon_mol1418	mol1418	0	-33.970680	-33.802582	-0.168100	10.324504
RNAewa_LIGfilip-balloon_mol1419	mol1419	0	-32.977749	-31.856516	-1.121232	9.668682
RNAewa_LIGfilip-balloon_mol1420	mol1420	0	-28.355549	-26.754030	-1.601518	16.026802
RNAewa_LIGfilip-balloon_mol1421	mol1421	0	-29.934677	-29.440876	-0.493801	7.637012
RNAewa_LIGfilip-balloon_mol1422	mol1422	0	-34.902161	-33.598240	-1.303919	11.615665
RNAewa_LIGfilip-balloon_mol1423	mol1423	0	-32.020508	-30.394783	-1.625725	12.071752
RNAewa_LIGfilip-balloon_mol1424	mol1424	0	-34.034252	-31.109682	-2.924569	6.489417
RNAewa_LIGfilip-balloon_mol1425	mol1425	0	-33.610760	-30.362364	-3.248394	6.309410
RNAewa_LIGfilip-balloon_mol1426	mol1426	0	-38.200909	-35.648525	-2.552385	9.655828
RNAewa_LIGfilip-balloon_mol1427	mol1427	0	-28.455688	-28.031849	-0.423840	21.616034
RNAewa_LIGfilip-balloon_mol1428	mol1428	0	-44.685802	-42.817249	-1.868552	6.619544
RNAewa_LIGfilip-balloon_mol1429	mol1429	0	-23.412397	-23.552645	0.140247	3.284941
RNAewa_LIGfilip-balloon_mol1430	mol1430	0	-30.060062	-29.106968	-0.953095	10.888095
RNAewa_LIGfilip-balloon_mol1431	mol1431	0	-29.234976	-28.158926	-1.076050	6.185475
RNAewa_LIGfilip-balloon_mol1432	mol1432	0	-26.469931	-25.270508	-1.199424	3.121475
RNAewa_LIGfilip-balloon_mol1433	mol1433	0	-38.757393	-37.557663	-1.199731	7.023128
RNAewa_LIGfilip-balloon_mol1434	mol1434	0	-29.771065	-28.754108	-1.016957	5.987551
RNAewa_LIGfilip-balloon_mol1435	mol1435	0	-31.657866	-29.314054	-2.343811	2.908160
RNAewa_LIGfilip-balloon_mol1436	mol1436	0	-32.477386	-32.293167	-0.184219	10.360075
RNAewa_LIGfilip-balloon_mol1437	mol1437	0	-33.742783	-33.097786	-0.644997	8.786602
RNAewa_LIGfilip-balloon_mol1438	mol1438	0	-30.685013	-29.511402	-1.173610	7.363245
RNAewa_LIGfilip-balloon_mol1439	mol1439	0	-30.665714	-27.187014	-3.478702	7.788220
RNAewa_LIGfilip-balloon_mol1440	mol1440	0	-31.776775	-28.884068	-2.892708	14.461819
RNAewa_LIGfilip-balloon_mol1441	mol1441	0	-27.694279	-26.724005	-0.970273	2.779572
RNAewa_LIGfilip-balloon_mol1442	mol1442	0	-33.304531	-32.802078	-0.502453	6.229272
RNAewa_LIGfilip-balloon_mol1443	mol1443	0	-30.554066	-28.528225	-2.025841	6.155651
RNAewa_LIGfilip-balloon_mol1444	mol1444	0	-33.712124	-32.906979	-0.805144	2.342647
RNAewa_LIGfilip-balloon_mol1445	mol1445	0	-29.056702	-27.452818	-1.603884	4.792175
RNAewa_LIGfilip-balloon_mol1446	mol1446	0	-29.092709	-27.171610	-1.921099	8.098983
RNAewa_LIGfilip-balloon_mol1447	mol1447	0	-39.499489	-37.239544	-2.259945	1.903206
RNAewa_LIGfilip-balloon_mol1448	mol1448	0	-27.883362	-26.815704	-1.067658	3.874443
RNAewa_LIGfilip-balloon_mol1449	mol1449	0	-28.036753	-27.842489	-0.194263	5.965160
RNAewa_LIGfilip-balloon_mol1450	mol1450	0	-29.535154	-29.931665	0.396510	2.681534
RNAewa_LIGfilip-balloon_mol1451	mol1451	0	-35.002262	-34.106987	-0.895276	7.293224
RNAewa_LIGfilip-balloon_mol1452	mol1452	0	-36.018593	-36.584167	0.565575	3.322403
RNAewa_LIGfilip-balloon_mol1453	mol1453	0	-31.642872	-30.956247	-0.686624	14.016995
RNAewa_LIGfilip-balloon_mol1454	mol1454	0	-49.074097	-46.727688	-2.346407	13.905104
RNAewa_LIGfilip-balloon_mol1455	mol1455	0	-37.045830	-36.387947	-0.657884	6.928968
RNAewa_LIGfilip-balloon_mol1456	mol1456	0	-55.681656	-51.934967	-3.746691	9.586563
RNAewa_LIGfilip-balloon_mol1457	mol1457	0	-39.993038	-37.037380	-2.955659	7.597207
RNAewa_LIGfilip-balloon_mol1458	mol1458	0	-26.466190	-24.614561	-1.851629	1.553000
RNAewa_LIGfilip-balloon_mol1459	mol1459	0	-34.085495	-31.154245	-2.931251	12.570231
RNAewa_LIGfilip-balloon_mol1460	mol1460	0	-30.003130	-29.166868	-0.836261	11.728136
RNAewa_LIGfilip-balloon_mol1461	mol1461	0	-36.067032	-33.618290	-2.448740	7.470932
RNAewa_LIGfilip-balloon_mol1462	mol1462	0	-33.134739	-32.404469	-0.730272	1.589181
RNAewa_LIGfilip-balloon_mol1463	mol1463	0	-27.123959	-27.732140	0.608181	4.054530
RNAewa_LIGfilip-balloon_mol1464	mol1464	0	-29.188898	-29.236576	0.047677	3.534173
RNAewa_LIGfilip-balloon_mol1465	mol1465	0	-44.752525	-42.397308	-2.355218	5.305869
RNAewa_LIGfilip-balloon_mol1466	mol1466	0	-29.051771	-26.095175	-2.956596	4.984384
RNAewa_LIGfilip-balloon_mol1467	mol1467	0	-22.283676	-22.247395	-0.036282	3.400679
RNAewa_LIGfilip-balloon_mol1468	mol1468	0	-49.225281	-45.575531	-3.649752	11.479097
RNAewa_LIGfilip-balloon_mol1469	mol1469	0	-38.562351	-37.374065	-1.188284	6.384708
RNAewa_LIGfilip-balloon_mol1470	mol1470	0	-34.653507	-31.045000	-3.608509	10.230643
RNAewa_LIGfilip-balloon_mol1471	mol1471	0	-32.909321	-32.035011	-0.874310	10.792192
RNAewa_LIGfilip-balloon_mol1472	mol1472	0	-25.914764	-24.539728	-1.375037	7.353622
RNAewa_LIGfilip-balloon_mol1473	mol1473	0	-25.068619	-25.049503	-0.019115	0.659922
RNAewa_LIGfilip-balloon_mol1474	mol1474	0	-31.252094	-30.333010	-0.919085	11.913102
RNAewa_LIGfilip-balloon_mol1475	mol1475	0	-49.079113	-45.029068	-4.050044	13.969217
RNAewa_LIGfilip-balloon_mol1476	mol1476	0	-28.983866	-27.418901	-1.564964	4.403831
RNAewa_LIGfilip-balloon_mol1477	mol1477	0	-35.946041	-33.713749	-2.232292	7.197047
RNAewa_LIGfilip-balloon_mol1478	mol1478	0	-32.281731	-29.992460	-2.289272	5.985898
RNAewa_LIGfilip-balloon_mol1479	mol1479	0	-35.145470	-33.648865	-1.496605	9.600097
RNAewa_LIGfilip-balloon_mol1480	mol1480	0	-30.074610	-28.818224	-1.256386	7.115414
RNAewa_LIGfilip-balloon_mol1481	mol1481	0	-31.115757	-29.112385	-2.003373	19.344580
RNAewa_LIGfilip-balloon_mol1482	mol1482	0	-32.804001	-31.100807	-1.703195	9.488653
RNAewa_LIGfilip-balloon_mol1483	mol1483	0	-33.038322	-33.414433	0.376109	11.110422
RNAewa_LIGfilip-balloon_mol1484	mol1484	0	-32.606556	-30.300447	-2.306108	5.659409
RNAewa_LIGfilip-balloon_mol1485	mol1485	0	-28.516939	-28.366796	-0.150142	2.145419
RNAewa_LIGfilip-balloon_mol1486	mol1486	0	-49.690178	-46.664333	-3.025843	13.550191
RNAewa_LIGfilip-balloon_mol1487	mol1487	0	-31.383776	-30.436392	-0.947384	8.247647
RNAewa_LIGfilip-balloon_mol1488	mol1488	0	-30.149273	-29.270594	-0.878679	8.407097
RNAewa_LIGfilip-balloon_mol1489	mol1489	0	-34.053810	-34.392902	0.339093	13.652859
RNAewa_LIGfilip-balloon_mol1490	mol1490	0	-33.424488	-32.634888	-0.789600	2.743133
RNAewa_LIGfilip-balloon_mol1491	mol1491	0	-25.897354	-25.953077	0.055723	0.874284
RNAewa_LIGfilip-balloon_mol1492	mol1492	0	-28.279091	-27.403934	-0.875156	7.223522
RNAewa_LIGfilip-balloon_mol1493	mol1493	0	-29.342749	-28.543198	-0.799552	10.735740
RNAewa_LIGfilip-balloon_mol1494	mol1494	0	-32.375023	-31.303118	-1.071905	11.501853
RNAewa_LIGfilip-balloon_mol1495	mol1495	0	-31.161863	-30.838615	-0.323248	0.945337
RNAewa_LIGfilip-balloon_mol1496	mol1496	0	-30.783323	-29.859619	-0.923703	3.603929
RNAewa_LIGfilip-balloon_mol1497	mol1497	0	-25.600340	-24.521870	-1.078470	4.449174
RNAewa_LIGfilip-balloon_mol1498	mol1498	0	-31.229111	-29.728918	-1.500192	5.578668
RNAewa_LIGfilip-balloon_mol1499	mol1499	0	-29.325829	-26.954281	-2.371548	3.784897
RNAewa_LIGfilip-balloon_mol1500	mol1500	0	-31.624172	-30.876499	-0.747673	10.156833
RNAewa_LIGfilip-balloon_mol1501	mol1501	0	-27.081675	-26.610527	-0.471148	11.182681
RNAewa_LIGfilip-balloon_mol1502	mol1502	0	-49.328796	-47.375767	-1.953028	9.847005
RNAewa_LIGfilip-balloon_mol1503	mol1503	0	-26.307320	-25.491903	-0.815416	5.386309
RNAewa_LIGfilip-balloon_mol1504	mol1504	0	-30.358776	-30.383785	0.025009	0.788611
RNAewa_LIGfilip-balloon_mol1505	mol1505	0	-53.391064	-49.347755	-4.043310	11.927215
RNAewa_LIGfilip-balloon_mol1506	mol1506	0	-32.200199	-31.936939	-0.263258	8.884185
RNAewa_LIGfilip-balloon_mol1507	mol1507	0	-30.967888	-29.770733	-1.197155	11.312284
RNAewa_LIGfilip-balloon_mol1508	mol1508	0	-33.848785	-32.925068	-0.923718	11.738234
RNAewa_LIGfilip-balloon_mol1509	mol1509	0	-36.119179	-34.704975	-1.414202	7.171699
RNAewa_LIGfilip-balloon_mol1510	mol1510	0	-31.177551	-31.626574	0.449021	7.905552
RNAewa_LIGfilip-balloon_mol1511	mol1511	0	-32.785053	-30.589485	-2.195570	8.314775
RNAewa_LIGfilip-balloon_mol1512	mol1512	0	-36.212231	-34.283333	-1.928897	8.597371
RNAewa_LIGfilip-balloon_mol1513	mol1513	0	-31.390223	-31.447205	0.056981	11.773688
RNAewa_LIGfilip-balloon_mol1514	mol1514	0	-27.919819	-25.250652	-2.669166	3.363178
RNAewa_LIGfilip-balloon_mol1515	mol1515	0	-31.872843	-29.242649	-2.630194	10.538647
RNAewa_LIGfilip-balloon_mol1516	mol1516	0	-32.146790	-30.029900	-2.116891	10.416565
RNAewa_LIGfilip-balloon_mol1517	mol1517	0	-33.534481	-32.279343	-1.255139	8.500813
RNAewa_LIGfilip-balloon_mol1518	mol1518	0	-27.668245	-26.176365	-1.491880	7.541211
RNAewa_LIGfilip-balloon_mol1519	mol1519	0	-26.735186	-26.269020	-0.466166	3.534313
RNAewa_LIGfilip-balloon_mol1520	mol1520	0	-32.969429	-32.074451	-0.894979	6.612469
RNAewa_LIGfilip-balloon_mol1521	mol1521	0	-27.944613	-28.018768	0.074156	3.197680
RNAewa_LIGfilip-balloon_mol1522	mol1522	0	-32.909649	-32.666840	-0.242808	9.348187
RNAewa_LIGfilip-balloon_mol1523	mol1523	0	-27.351309	-26.021580	-1.329728	0.977651
RNAewa_LIGfilip-balloon_mol1524	mol1524	0	-34.286659	-34.084686	-0.201971	3.791560
RNAewa_LIGfilip-balloon_mol1525	mol1525	0	-27.781942	-28.113590	0.331647	6.304785
RNAewa_LIGfilip-balloon_mol1526	mol1526	0	-28.613554	-28.181553	-0.432002	3.012671
RNAewa_LIGfilip-balloon_mol1527	mol1527	0	-27.603855	-24.852436	-2.751419	2.956721
RNAewa_LIGfilip-balloon_mol1528	mol1528	0	-28.373241	-28.759127	0.385885	2.727998
RNAewa_LIGfilip-balloon_mol1529	mol1529	0	-34.124470	-31.177929	-2.946541	9.046932
RNAewa_LIGfilip-balloon_mol1530	mol1530	0	-29.051495	-28.771814	-0.279679	0.865738
RNAewa_LIGfilip-balloon_mol1531	mol1531	0	-26.731342	-26.499823	-0.231519	2.782049
RNAewa_LIGfilip-balloon_mol1532	mol1532	0	-27.490435	-27.486597	-0.003838	2.585257
RNAewa_LIGfilip-balloon_mol1533	mol1533	0	-27.780176	-27.805031	0.024855	3.027466
RNAewa_LIGfilip-balloon_mol1534	mol1534	0	-27.427473	-27.051929	-0.375544	5.390577
RNAewa_LIGfilip-balloon_mol1535	mol1535	0	-26.244604	-24.435909	-1.808695	10.677727
RNAewa_LIGfilip-balloon_mol1536	mol1536	0	-31.585270	-29.923201	-1.662070	7.179488
RNAewa_LIGfilip-balloon_mol1537	mol1537	0	-30.869871	-31.182243	0.312372	11.615998
RNAewa_LIGfilip-balloon_mol1538	mol1538	1	-37.138447	-35.963543	-1.174905	0.600935
RNAewa_LIGfilip-balloon_mol1539	mol1539	0	-27.249689	-26.049574	-1.200115	3.230294
RNAewa_LIGfilip-balloon_mol1540	mol1540	0	-25.879002	-24.567804	-1.311196	5.591528
RNAewa_LIGfilip-balloon_mol1541	mol1541	0	-39.332027	-38.338539	-0.993487	5.807645
RNAewa_LIGfilip-balloon_mol1542	mol1542	0	-25.845135	-23.826603	-2.018533	7.895637
RNAewa_LIGfilip-balloon_mol1543	mol1543	0	-33.287743	-31.908310	-1.379434	4.552326
RNAewa_LIGfilip-balloon_mol1544	mol1544	0	-26.293665	-24.796597	-1.497069	6.170023
RNAewa_LIGfilip-balloon_mol1545	mol1545	0	-32.542934	-32.927135	0.384200	12.107867
RNAewa_LIGfilip-balloon_mol1546	mol1546	0	-32.588036	-32.031559	-0.556478	9.298519
RNAewa_LIGfilip-balloon_mol1547	mol1547	0	-29.042847	-28.143862	-0.898985	4.492893
RNAewa_LIGfilip-balloon_mol1548	mol1548	0	-31.810225	-31.950762	0.140538	12.482752
RNAewa_LIGfilip-balloon_mol1549	mol1549	0	-26.316851	-25.516739	-0.800112	2.417886
RNAewa_LIGfilip-balloon_mol1550	mol1550	0	-27.802023	-27.585503	-0.216520	8.628717
RNAewa_LIGfilip-balloon_mol1551	mol1551	0	-33.466846	-30.884663	-2.582183	7.163487
RNAewa_LIGfilip-balloon_mol1552	mol1552	0	-30.994631	-30.170118	-0.824512	4.784179
RNAewa_LIGfilip-balloon_mol1553	mol1553	0	-29.454845	-28.517452	-0.937393	8.513504
RNAewa_LIGfilip-balloon_mol1554	mol1554	0	-26.291765	-25.353121	-0.938644	13.310834
RNAewa_LIGfilip-balloon_mol1555	mol1555	0	-49.227825	-45.911610	-3.316216	10.377773
RNAewa_LIGfilip-balloon_mol1556	mol1556	0	-29.219769	-28.720266	-0.499501	2.534992
RNAewa_LIGfilip-balloon_mol1557	mol1557	0	-29.306362	-29.033133	-0.273230	0.000000
RNAewa_LIGfilip-balloon_mol1558	mol1558	0	-27.373251	-26.544374	-0.828876	8.548081
RNAewa_LIGfilip-balloon_mol1559	mol1559	0	-32.618866	-32.319225	-0.299641	2.835472
RNAewa_LIGfilip-balloon_mol1560	mol1560	0	-48.309151	-43.514690	-4.794458	11.019814
RNAewa_LIGfilip-balloon_mol1561	mol1561	0	-28.916382	-29.484297	0.567914	3.285236
RNAewa_LIGfilip-balloon_mol1562	mol1562	0	-27.267141	-27.338249	0.071108	19.845133
RNAewa_LIGfilip-balloon_mol1563	mol1563	0	-19.755732	-19.799652	0.043921	1.730153
RNAewa_LIGfilip-balloon_mol1564	mol1564	0	-23.130695	-22.687124	-0.443571	4.128546
RNAewa_LIGfilip-balloon_mol1565	mol1565	0	-26.601406	-23.857162	-2.744244	7.228735
RNAewa_LIGfilip-balloon_mol1566	mol1566	0	-31.687346	-30.561501	-1.125846	8.324959
RNAewa_LIGfilip-balloon_mol1567	mol1567	0	-26.890387	-26.185007	-0.705380	6.464028
RNAewa_LIGfilip-balloon_mol1568	mol1568	0	-25.879749	-23.285496	-2.594254	3.179253
RNAewa_LIGfilip-balloon_mol1569	mol1569	0	-29.478855	-29.279165	-0.199691	13.148088
RNAewa_LIGfilip-balloon_mol1570	mol1570	0	-40.092529	-37.449093	-2.643436	12.675646
RNAewa_LIGfilip-balloon_mol1571	mol1571	0	-30.141876	-30.214832	0.072957	7.558712
RNAewa_LIGfilip-balloon_mol1572	mol1572	0	-28.353884	-28.347544	-0.006340	3.211010
RNAewa_LIGfilip-balloon_mol1573	mol1573	0	-26.252892	-25.552185	-0.700707	4.327652
RNAewa_LIGfilip-balloon_mol1574	mol1574	0	-25.593073	-23.979534	-1.613539	11.022408
RNAewa_LIGfilip-balloon_mol1575	mol1575	0	-30.228111	-29.774584	-0.453528	6.274427
RNAewa_LIGfilip-balloon_mol1576	mol1576	0	-29.283403	-28.146330	-1.137074	9.952917
RNAewa_LIGfilip-balloon_mol1577	mol1577	0	-27.409233	-27.177711	-0.231522	4.142650
RNAewa_LIGfilip-balloon_mol1578	mol1578	0	-29.127443	-27.059614	-2.067830	3.502850
RNAewa_LIGfilip-balloon_mol1579	mol1579	0	-23.292942	-22.830557	-0.462384	2.337476
RNAewa_LIGfilip-balloon_mol1580	mol1580	0	-27.248692	-25.910183	-1.338508	2.938347
RNAewa_LIGfilip-balloon_mol1581	mol1581	0	-29.077101	-28.339355	-0.737746	6.099192
RNAewa_LIGfilip-balloon_mol1582	mol1582	0	-21.937576	-21.896296	-0.041280	8.278188
RNAewa_LIGfilip-balloon_mol1583	mol1583	0	-28.251011	-27.726431	-0.524580	3.585956
RNAewa_LIGfilip-balloon_mol1584	mol1584	0	-31.382601	-29.984674	-1.397926	14.088216
